"","X0","X0.25","X0.5","X1","X1.5","X2","X2.5","X3","X4","X5","X6","X7","X8","X9","X10","X15","X20"
"1",6.30327120376426,6.41675632788622,3.75808307456832,4.9002228285278,4.69467978136032,3.92271032872918,4.70132187279525,2.1979524322941,2.63800677866125,1.88006598943954,3.20508375199038,2.19160353965589,0.911375198046252,0.680640722000747,2.30306110640584,0,0
"2",10.4553730910226,5.68984348917675,5.96365531285992,6.36111237051684,7.09949843134227,3.93382242191738,5.72686925640447,2.02907698003978,4.91608635169873,3.99748982547713,1.82427222894983,0.96795180554104,1.29978836642615,1.38302078431031,1.44509338851265,0.303720337725106,0.181815259377015
"3",1.39521535546957,6.45005072546574,3.68965291532028,7.30412056668222,2.01266689756518,5.4508229692997,1.65313282082817,4.0933672100271,6.28135568019028,4.03318957786681,2.08882640217411,0.198184835253267,0.2298770906894,0.341451572758044,0.510452032022035,1.55503824804423,0.26506929329282
"4",4.86232176082542,3.73714944288846,8.07422367571638,3.36990559337534,8.5983556484517,3.18024898274051,0.449604454106624,4.47667931910744,2.37306869491602,2.1785649183572,1.41606032511338,2.51927836652441,1.55481311471605,0,1.16278449694904,1.44375855147767,0
"5",3.06668779760906,4.02351940139544,6.44258830225325,4.01657808304403,4.30708024899285,2.25473373290124,6.13069971250163,3.78249161813491,2.64707030125019,3.95950737517574,1.93224049409639,1.60018381683166,2.75182918632221,1.97930702640418,0,0.172464074676937,0.239523658256812
"6",8.27799851153098,6.37090150709979,4.2147674689114,3.16209203784128,3.76058623902108,6.20186450244659,3.91443358452706,2.07340514180541,0,2.08767551884517,2.56069336091553,0.820806019469637,0.44134605251233,0,1.01877574163898,1.19066041739138,0.326171969994543
"7",6.57217134869634,3.90949139763885,6.06622397809807,1.76124657647319,6.21640733690846,2.28096853595384,5.58341988936909,6.65067862960825,3.56659098292562,4.27608317184076,3.42040432005003,3.56068964996762,2.56481038198009,1.33255442987143,0,0,0.87806610598853
"8",6.52919725322293,3.31123313696812,10.2866661928542,1.59308025808493,5.31293492882677,6.75813826839426,5.02254992868462,1.99056325639985,1.88163449317558,2.89041906329855,1.70346727609416,0.187459402092778,1.37856400349044,1.72611147339494,1.72037062067899,1.6948861563383,0.371879953454927
"9",3.75770450607754,5.79857960033046,7.5508393295484,3.56804824789396,4.61134706806793,4.6338995674259,6.19212524297462,4.74303352482911,1.83763685093552,4.77122782135112,2.11514325263718,1.67056190230899,2.36648482059131,2.51808068390885,0,0.131315841030252,0
"10",7.28969135604316,6.23356218738327,1.84108381271701,6.72541216426344,5.13636159087692,3.5416399896713,4.12919253434821,3.91628317472301,2.27082236421268,2.16641782849023,2.85959169590016,2.10950305874647,1.06877834862054,0,1.42018531692629,0,0
"11",4.97643503647556,6.29852140617995,7.26983177608587,4.4800969486451,4.29907436299935,4.23448253822121,3.30834946163928,4.4534617661137,1.30244495469236,1.99098062509331,2.65087493604012,1.76369707711269,1.17733116855251,0.436962577300235,0.326429187325083,0.347810613779185,0.549184931238143
"12",4.93767231088073,10.0885447164167,6.08692833081025,8.48531792707735,2.40496528454492,3.66563163023396,6.02241285342724,5.05673815986902,3.55466438994466,2.85390415866644,0.704666953662467,2.04314298890052,0.993957223010531,1.97469078887525,0,1.27367186208214,0.979511547747879
"13",9.0740559816011,3.21284956035176,2.81116879340363,2.30823047020355,5.51410778325125,1.26747447462425,4.99593035236172,3.29445315372915,2.16234137277477,1.72863783360128,1.88958238479981,0,1.36776373093939,0.808336218283108,0,1.60849252827359,0.730057124323091
"14",6.34077883809161,4.93792750857884,5.09422501985009,7.18566478220155,5.49699314174503,7.7608914483411,2.78713726424234,6.92493690297956,3.51319521773039,1.36205660770519,2.99772372860487,3.31786552603275,2.78504336460528,2.07451909261302,1.0123069483458,0,0.75960118294417
"15",3.74454883377042,4.72938922357226,2.48417699687335,5.2162979164714,3.65021525858225,5.78991607834459,6.20876897732322,6.03803653470841,3.71758864571681,1.06673599085215,3.03601085486114,0.978374245554173,1.2121816060086,0.406669175540419,0.823877740753104,0,1.11316452449201
"16",8.92514726982811,6.82862747921184,6.14513035719462,6.20956689085935,6.38850560113354,5.63713039371082,5.93257007845355,3.65993769580913,3.34361645454033,1.90854658218803,1.80224819771414,0.485138390544438,1.53443137066238,1.96494424475632,0,0.0909937934724883,0
"17",4.86266120752458,6.15144043907647,5.60359263613561,8.56882928329736,4.16029641322419,6.60343831251204,3.62998923164059,4.48898185472879,1.82815534564912,2.16487949841381,2.35770577402003,1.84516855580753,1.96786079630293,0.978048117230237,0,0.529863838868304,0
"18",6.70030530311022,0.265048279633798,2.98425553153356,6.20809520272008,4.43851963879015,3.6085370112681,4.17231525983032,3.43408415571184,3.02097507491632,1.28538135890439,3.46382126181054,3.81723257497501,0.899789979219473,0.023083567560952,0.511847875355587,0,0.254298204863309
"19",9.87107392003854,3.09194333839292,4.22411763163628,2.24627748042393,3.73481501391789,5.49574664655239,6.23233673473377,3.00275574495008,3.03924514117562,3.49847441367481,1.55403657429325,3.41582198662379,2.28905623790249,0.0109065910345891,1.83329550313611,0,0.243328947748957
"20",7.39153303730362,5.71430046288422,4.93708164417106,1.48700110950668,7.71539212612851,4.45828178613913,2.60190250921426,2.10086930024713,3.65151419734301,1.91763494611596,1.64321939483591,2.75271334750567,1.03212212730091,2.37216341089341,0.59946388769032,0.103401188818684,0
"21",10.3841454886985,0.761806339571189,6.26260272806173,3.67499294431306,5.58483238335608,4.03785270143396,3.72457841284382,3.77490162397492,5.0315788710677,3.53186817704973,2.44706497649984,1.6013170159914,0.581788451537516,0,1.50640935365159,1.13093999994752,0.673176180869461
"22",4.75648603128786,5.10755481445493,6.23039813723945,8.87823503371184,7.26551263205573,3.40896234929754,0.323663464460914,2.31263155804574,3.52137311747322,3.54701663105525,2.62793278472166,2.95946177960526,0.83358506248363,0.139526612838432,1.58837428695438,0,0.542337528671244
"23",6.11508515669597,10.9926456003303,8.49150294693269,2.46732554075846,2.59291199209449,3.51865558182373,2.78903155117833,4.36952807747167,3.28282662122459,2.15089435129173,2.80561425729646,2.36126283428337,2.77336021899763,2.0811011340173,1.10999215424791,0.663547925472375,0.202481735227649
"24",8.3097102545904,3.59952805939669,5.12949950677425,3.85811953944189,5.07688620078985,5.43226115561446,5.6755472630712,4.6234814053411,3.38379714585477,1.63926925971725,3.7843179203437,0.209819122420881,0,0,0.535122121781684,0.720078632411067,0.631029174630392
"25",4.01328750938605,5.40376917002236,3.1240925786072,5.2918901591071,0,5.0961069533389,1.94073123219628,2.54199405541242,2.7867568772845,2.49155261493008,1.10191092974888,3.04825190064292,2.90494878202334,0.914188760753699,0,0.222462849006239,0
"26",6.43518138178578,7.40674110610686,1.85124994242283,7.42454836752864,5.9498304528408,4.96212464042489,3.18098761812902,1.21136691001704,5.27904337179089,2.83582494782951,2.78449071669489,2.55750881684931,0,1.0378457089717,2.83359143149818,0.0172438374228354,0.469511037923974
"27",8.67401854024158,4.3476368195326,5.86562574574257,3.68242934772269,4.34614385353068,7.43527127564298,6.12960360198842,3.74892605835527,1.05045083821287,2.03563868512002,2.24395998878572,1.43445024361032,1.75731190371072,1.34416308447939,1.26461249692413,1.56039177760307,0.672574401244464
"28",8.70963149377433,6.95263538724384,5.97469201095249,4.62700451674455,5.9171433202666,4.96830512149297,4.37075958396502,3.45252065166809,4.30532530828744,1.901357981786,1.20759148268455,3.30521348018731,2.16826345461325,1.8328612158643,0.601820308423669,0,0.130339552023905
"29",3.1423466300324,3.79264382779527,6.40783292942747,4.45738524460788,4.47677656648704,4.21128940415728,2.72257550906884,2.88639539562375,5.66830198686086,2.28904410212849,2.54958099152266,0.326261960635756,2.45954951656755,1.42004832674282,0,0,1.01343361257793
"30",6.71800692050965,2.75799480426453,3.60616376340627,5.72606496603689,7.54011266255191,4.07398500021387,5.94409676092069,4.61457882278736,1.32756647672386,2.14454809528784,2.0265408183014,2.85599495778927,1.34341985658763,0.790600791390481,0,1.17644220038729,0
"31",9.95954483542645,3.794067933243,0.588371684323309,5.48421315684382,5.28840251952684,3.40429774376685,4.80479836394835,1.20003691178219,3.87403679446181,2.23940451010622,0.823445746184792,0.439735504969846,1.17772981793288,1.39374195734795,0,0.176167617716455,0.203223895059971
"32",7.19223251933883,7.30390719590788,4.63969843396986,7.42840755420547,2.16719342116351,4.22327661030592,3.37030096941273,5.43211327048017,3.67392696591303,3.98602043614977,0,2.03864514576308,0.547120328556662,1.40558185630075,1.46096767339089,0.792400995771698,1.10488931369967
"33",4.4599071941301,5.28817992020854,5.35661356192603,4.51664518368803,1.67461252471543,3.7337945267087,5.31188131988024,6.00357881395361,1.2354768817554,2.47174871581804,1.35656081501851,1.23371034242907,2.25361788890322,1.98867423007,0,1.36556750545386,0
"34",5.71176553871289,4.43466757347586,6.55986212803487,7.43190437314786,6.89189043566095,3.00590136690308,5.62503994664106,5.43643926140718,4.07411738693899,1.78692364862849,2.53026461540309,1.74184254670611,0,0.802669764924422,2.62838040298822,0.872784007458465,0.604436546053802
"35",6.62998987091699,4.04106834602745,3.0841711859414,4.35786359140132,8.51577803594593,6.16940375658223,2.05934400015904,4.99411897390874,3.77633467379307,4.811118445277,4.16105363379651,1.60797725759169,1.8315579282214,1.96003103483338,0.950993590533122,0.199504893421868,0.462948715468117
"36",1.77487353183064,7.16710417769573,4.7141014465242,6.34088475487094,4.45905576615375,3.27390265169972,3.25882044149253,2.10824050658983,3.50825950363998,1.73738240488262,1.98966682974475,3.30310900870508,1.25077503067366,1.1138645385386,0.559744163221952,0.264278973271177,0.414988126266575
"37",7.59089346986574,6.43267105798624,2.99163933850765,3.97949885907641,2.53852528149518,5.85115604182158,3.93071256766989,4.05317076803963,3.16289831441877,1.46228846285452,1.07878776813797,0.496389083444936,1.89309559072756,0.294936775906143,0.269353326020617,0.0524483435919935,0.522069807505271
"38",4.91816662803348,2.54165821225189,11.2670288811946,6.4089133486679,4.40754736199465,2.71920664207062,6.21358057399097,4.0246488971383,1.78235600074205,2.80127549072053,0,0.141494946141322,1.03651264349345,1.21464647038985,1.22001029758276,1.10431260255471,0.389265325364055
"39",2.08258503528492,2.54773930862415,7.29740572354378,2.33425783664307,3.42321189528248,6.00396417109424,3.61811747454798,3.34592652719815,2.073912744036,2.61159470449342,2.63856422236573,1.98991211661377,0,2.43829638630456,1.3986249704659,1.24331382580626,0
"40",5.70847713948919,8.43244297641066,3.57636449463448,4.88601521408584,5.93425602525438,6.07240046696408,6.70928828050616,2.4374238173837,1.42527464684507,2.74516998081484,2.62378227457025,0.613260112284447,0.318584709113428,0,2.13294183680647,0.693618216593177,0
"41",6.6595411854835,14.3009096052576,6.03286044655458,3.50592132704587,6.56781579462936,0.894727356667952,4.07569631594037,3.4384509128503,4.43724510725263,2.0536578275973,2.26178408634472,2.39429113243372,1.11987961972289,0.151405918629051,1.72005621975038,0,0
"42",3.2624283492864,7.33241414015525,5.75731827594054,6.45626358439263,7.07537946156389,2.76671761226449,1.45710722807046,2.76338961875956,3.54669765563445,2.17689143468126,1.8059090947334,2.97673679152055,1.17770123314549,1.92410400337226,0.465995971105631,0.182383387900059,0.134408842762194
"43",5.28633536158978,5.00086385401141,3.81035427296696,4.63002485133018,2.4065804324536,5.65924913677918,5.59620598818936,4.92695603239889,3.66245065703472,0.514920259874768,0.587382437544713,1.76975680139481,1.18018864325339,0,0,0.567639974609653,0.555600312332
"44",5.29624368828301,5.66454567918758,5.5989268760649,2.84621389097291,4.28939684944846,4.17095474549061,3.60620811401338,3.71289357279136,2.43530152415423,2.49203605841208,0.842136388701967,0.792350602959585,0.786656054803446,0,0,0.107831172084252,0
"45",7.41167776581778,2.13467295882214,2.85737436803688,5.86200163133524,2.20767094037094,5.7788036221761,6.55165489170568,2.59474559453791,5.33978025899214,3.67363949023039,1.27209904727359,1.33898507228048,0,1.45886278749527,0.376901264041607,0,0
"46",6.30308881581185,4.29432238445864,4.91095497290528,3.46376968171247,5.22758972461339,3.89944783745973,4.79234357022984,3.66641882667707,4.18527382095034,3.78401321147653,4.16744793654529,0.887852096783127,1.47369557334957,0.876450185634899,1.1398647583303,0.683738174446876,0.0626130674235712
"47",4.64303603094255,5.59005620363713,5.53293657334364,7.54129956626133,2.47668684421571,4.00309364192788,3.95558765711358,4.44589554483749,2.19091324710747,3.91132018029986,0.851952616180044,1.93678795938916,0,0.676352776802051,1.26377625484685,0.610670378433286,0.521020944769509
"48",5.66254986095631,7.09148574049903,3.40086330090848,2.70827948639576,5.28269523576472,2.12612573918724,5.0020032046539,0.905655895314306,3.04446446095728,2.44494436019534,1.50049957730375,0,1.66337190193359,1.48947416344829,0,0.551952286589548,0.533866337574012
"49",6.04503373273337,6.50077722288652,2.04779464568623,2.2487729964755,3.5697172064203,4.77699808846903,2.97734927967475,5.1933478966016,2.79453338631122,5.24592416905529,3.81383916887165,1.15559085240121,0.942392729698175,2.38481633087934,1.38152872737267,0.382798844185496,0.575795548452361
"50",4.41941818227691,5.3236123784138,3.34807129699899,2.47557344015031,4.88875053588365,2.82042519682403,3.38969267638479,5.66125840017081,2.95423595007912,3.05147822631543,0.858053069259874,0.479857499234377,1.76469284434863,0.999681986880942,1.25650998327218,0,0
"51",1.4888067099815,2.18030622612159,3.88317328740015,3.62289522798807,4.6031453366024,5.54341475099188,4.70573766512911,6.13317396835695,3.46726011987277,4.48414619715576,3.02195747546247,2.03732093511905,2.71074427448432,0.724058740969658,0.295534166771034,0.241392311020314,0.426139639978455
