"","0","0.25","0.5","1","1.5","2","2.5","3","4","5","6","7","8","9","10","15","20","row","pass"
"1",8.11634559858439,4.08560008597217,2.39780509746774,2.21410798445344,6.11970974136529,3.9293630878722,5.22984108052645,5.062207293336,3.62370712519009,0.0597679248688201,1.6106020125722,1.16800733689996,0.0340187318842826,0.148081937214883,0.587843933844565,0.144301810471159,0.325683916043207,1,3
"2",5.06762725399471,5.92040901325941,3.729724473277,5.43468035284478,3.64327580172153,3.59525479814338,2.63050863265471,3.44815023038866,4.12983696902953,3.23151319493753,3.32374518739599,1.98589411453185,1.0818117338031,1.2821853953075,0.0967313899550015,0.378030859583775,0,2,3
"5",7.126705486334,1.5800967673388,6.04031252695582,4.16903817207082,5.05871216967546,1.6319703150988,2.2495586415611,4.02645647885256,3.89591230409647,0.638103898606194,1.89112421664763,2.84223826459458,0.954318204520649,0,0.928624880741586,0.150398267615179,1.06494796707018,5,3
"9",10.9431829696185,7.46967302373565,6.42901524044935,3.29755995816786,2.60755588390584,4.6479492599716,2.51646291821325,1.69884351654759,6.41049978486141,2.81102993420313,1.90907787565032,2.3708129274843,1.33836425185041,1.48805904226778,0.78057512965416,0,0.203992998877697,9,3
"12",10.972515372797,8.27220569148417,4.77474499957822,7.45800042764553,5.86550702569012,2.42375340073486,3.16055591267809,2.80746528715417,2.09409989841626,3.37686347362973,3.31987336985318,2.25034545592751,0.536966075703912,0.979496141870273,2.24396994875831,0.0917267232699708,0.743445039340645,12,3
"24",9.29873655690112,4.26090735275054,5.74881303202795,2.15472629763943,7.39025028759728,6.19001418054102,3.91375719163118,4.76800970133952,4.38574068370141,3.17994727434887,1.89449314201373,3.75589179144748,0.99486499403803,0.176420950023634,1.4680518632698,0.0564329650784853,0.0982172021610819,24,3
"25",5.79832403837155,4.8237140916755,6.07347325071588,7.50797786388235,4.95004121982623,3.72503315627414,4.78518863105073,3.93790255048587,4.89701754705414,4.98967848402199,2.22421924119812,2.53747284660737,2.24476675361259,1.14669605394021,0.254570698581979,0.12731887529914,0.557946774695879,25,3
"26",9.11118886632028,7.56968187229363,5.61150904486415,5.84791736039564,5.511114291896,3.85341938544559,5.36949889667813,4.43225634189075,7.06787014884902,5.22096745849336,2.32628658872513,2.25346953768246,2.23874807314343,0.310731122397785,0.282254312873297,0.0793684831429834,0,26,3
"27",7.17924411566649,2.01556758740565,2.49006625855523,6.92327238403147,5.29530317070274,5.28947610992361,4.24027992698027,4.11757253652254,4.1290656255799,3.59892491451694,3.26417689893567,1.58013291429174,1.65060500692574,1.27753634734352,0.522941126142249,0,0,27,3
"28",8.21709617031655,5.51714462460905,5.70558901550026,5.36298945361472,4.69381847415607,5.22230018778828,0.878833198509037,2.88129092453816,4.2615045531917,2.4728250413987,0.610992826755709,3.69778872273434,0,0.829444293680917,0,0.86136896069649,0.505659780095233,28,3
"34",11.7847195621816,4.92980000610072,11.0851388217106,6.19015375685689,6.79235170760662,2.97353424278685,2.55904486803597,4.60408703189708,3.66247605260574,1.9987688036621,2.39938930734193,5.15420718812474,1.10270019939794,1.95209648043382,1.2235519439061,0,0.155684724762817,34,3
